log(Price),log(Displacement),log(BHP),log(Torque),Acceleration,log(TopSpeed),MPG,Weight,Length,Width,Height
10.1648898159674,7.59839932932396,5.13579843705026,5.03695260241363,7.8,4.93447393313069,43,1375,4360,1748,1423
10.3596457749598,7.59940133341582,5.50125821054473,5.55295958492162,5.9,5.04342511691925,44,1430,4624,1811,1429
10.5732381552897,8.00503334463711,5.38449506278909,5.29330482472449,7.6,5.02388052084628,37,1730,4580,1782,1384
10.4658139491645,7.59940133341582,5.50125821054473,5.55295958492162,5.9,5.04342511691925,42,1525,4638,1825,1362
11.0702256702518,7.99934295271328,5.76832099579377,5.80211837537706,5.4,5.04342511691925,36,1735,4894,1894,1369
11.157820716201,7.99934295271328,5.76832099579377,5.80211837537706,5.7,5.04342511691925,35,1915,4894,1894,1365
11.0649963900428,8.0040315078527,5.74620319054015,6.13988455222626,5.4,5.04342511691925,50,1865,5007,1894,1392
11.1752124589129,8.38822281011928,6.10702288774225,6.17170059741091,4.8,5.04342511691925,32,2015,5079,1902,1471
10.4291032617748,6.4723462945009,5.13579843705026,5.21493575760899,7.9,4.53259949315326,470,1315,3999,1775,1578
10.9791723365605,8.29379960884682,6.04025471127741,5.68697535633982,5.3,5.04342511691925,22,1885,4615,1804,1392
10.4291032617748,7.59839932932396,5.21493575760899,5.63478960316925,8.5,4.86753445045558,50,1790,4648,1881,1675
11.0024331189944,8.38822281011928,6.10702288774225,6.17170059741091,5.0,5.04342511691925,27,2175,4896,1938,1762
10.9666453602198,8.38822281011928,6.01126717440416,6.0913098820777,5.4,5.00394630594546,22,2265,4877,1983,1690
10.5135248263731,7.59940133341582,5.50125821054473,5.55295958492162,5.7,5.04342511691925,41,1490,4239,1790,1291
13.9465256623894,8.98632143762602,6.89467003943348,6.82654522355659,2.5,5.52942908751142,10,1990,4462,1998,1204
9.44026090756942,7.12929754892937,4.31748811353631,4.9416424226093,14.1,4.61512051684126,74,1172,4039,1735,1517
10.5965097252829,8.72615667915661,6.06842558824411,6.03787091992214,5.6,5.04342511691925,20,1890,4836,1918,1376
10.2290071704672,7.71020519443253,5.21493575760899,5.68697535633982,9.3,4.82028156560504,42,1855,4675,1850,1725
9.72136597574484,7.5963923040642,4.8283137373023,5.39816270151775,10.3,4.80402104473326,51,1427,4597,1788,1477
9.83333329261292,7.5999019592085,4.86753445045558,5.44673737166631,9.9,4.79579054559674,47,1655,4652,1836,1633
9.1689974084418,7.09506437728713,4.39444915467244,4.39444915467244,12.1,4.62497281328427,55,864,3640,1597,1522
10.4703626421531,7.24279792279376,4.45434729625351,5.605802066296,9.0,4.59511985013459,235,1732,4498,1787,1439
10.5965097252829,8.00570067866254,5.46383180502561,5.98896141688986,7.4,4.969813299576,39,2117,5066,1902,1488
9.79784922051313,7.2211050981825,4.9416424226093,5.13579843705026,9.2,4.83628190695148,49,1395,4520,1797,1497
10.317086160541,7.9291264873068,5.18178355029209,5.57972982598622,12.8,4.74493212836325,35,2305,5218,1998,1818
9.39224517527379,7.12447826249342,4.23410650459726,4.31748811353631,14.0,4.61512051684126,57,965,3842,1676,1520
9.58809164151683,7.24279792279376,4.24849524204936,4.77068462446567,13.5,4.61512051684126,74,1145,3941,1728,1524
9.6417980603586,7.35244110024358,4.49980967033027,5.12989871492307,13.5,4.68213122712422,62,1329,4078,1766,1631
9.8545598789127,7.35244110024358,4.70048036579242,5.29330482472449,11.3,4.77068462446567,61,1440,4329,1789,1491
9.91615695563679,7.35244110024358,4.74493212836325,5.29330482472449,11.8,4.76217393479776,70,1298,4428,1826,1610
10.0076223172681,7.35244110024358,4.70048036579242,5.29330482472449,12.6,4.77068462446567,61,1525,4779,1860,1451
9.74390548271166,7.37650812632622,4.74493212836325,5.17614973257383,7.3,4.89034912822175,47,1223,3948,1715,1483
9.97347992435616,7.37650812632622,5.04342511691925,5.17614973257383,9.9,4.89034912822175,43,1420,4275,1810,1523
10.2255710517052,7.59940133341582,5.29831736654804,5.39816270151775,8.3,4.87519732320115,80,1856,4530,1871,1539
11.1340341257971,8.72615667915661,6.07993319509559,6.04973345523196,4.3,5.2257466737132,21,1460,4435,1844,1246
9.34966743719728,7.2868764117507,4.70048036579242,5.17614973257383,11.8,4.66343909411207,56,1205,4315,1822,1695
8.98657162526805,7.04664727784876,4.31748811353631,4.35670882668959,14.5,4.57471097850338,47,941,4058,1732,1518
12.2007384439395,8.41161042884117,6.33150184989369,5.98645200528444,3.4,5.28826703069454,21,1430,4527,1937,1211
12.3331765510444,8.74225490188635,6.49223983502047,6.22059017009974,3.7,5.33753807970132,18,1790,4905,1955,1380
9.41735454136051,7.12929754892937,4.55387689160054,5.01063529409626,11.7,4.70953020131233,72,980,3546,1627,1488
9.78273135140033,7.2211050981825,5.07517381523383,5.12989871492307,7.4,4.87519732320115,43,1075,3660,1630,1490
9.71050941555364,6.77422388635761,4.65396035015752,4.66343909411207,12.3,4.71849887129509,58,1260,4147,1784,1667
9.75846178048587,7.2211050981825,4.9416424226093,5.12989871492307,8.9,4.83628190695148,49,1275,4336,1792,1498
9.6614159913364,7.37650812632622,4.65396035015752,5.36129216570943,13.4,4.62497281328427,54,1410,4390,1832,1845
9.32812340763257,6.77422388635761,4.44265125649032,4.66343909411207,11.2,4.70048036579242,67,1050,3653,1643,1551
9.76967040480179,7.2211050981825,5.10594547390058,5.21493575760899,7.9,4.88280192258637,47,1100,4064,1726,1490
9.93764740418283,7.35244110024358,4.74493212836325,5.29330482472449,11.3,4.7361984483945,61,1390,4380,1828,1626
9.60541838719786,6.90675477864855,4.38202663467388,4.34380542185368,14.9,4.63472898822964,65,1045,3969,1722,1468
9.89822372286103,7.59940133341582,4.9416424226093,5.46383180502561,8.9,4.85981240436167,56,1421,4358,1823,1484
9.95203959311829,7.59940133341582,4.9416424226093,5.46383180502561,9.1,4.85981240436167,56,1460,4556,1823,1505
10.0473714228647,7.6004023345004,5.52146091786225,5.52146091786225,6.5,5.03695260241363,39,1386,4566,1823,1505
10.219939280984,7.59940133341582,5.09375020080676,5.52146091786225,9.5,4.83628190695148,49,1733,4820,1884,1764
10.1509333963733,7.6004023345004,5.31320597904179,5.39816270151775,8.2,4.91998092582813,34,1676,4768,1884,1658
10.1901691246543,7.69575799055476,5.01063529409626,5.55295958492162,9.8,4.85203026391962,51,1598,4750,1840,1470
9.97557562893038,7.69575799055476,5.01063529409626,5.55295958492162,8.5,4.90527477843843,67,1367,4300,1770,1470
10.1698821458447,7.69575799055476,5.01063529409626,5.55295958492162,9.7,4.77068462446567,50,1653,4570,1820,1685
9.92009881834132,7.19967834569117,4.58496747867057,4.81218435537242,12.5,4.72738781871234,65,1243,4395,1695,1435
9.59865932124938,7.19967834569117,4.58496747867057,4.54329478227,11.8,4.72738781871234,50,1112,3900,1695,1525
9.1689974084418,6.90575327631146,4.18965474202643,4.23410650459726,15.1,4.56434819146784,65,933,3665,1660,1500
9.40054742304413,7.24136628332232,4.59511985013459,4.61512051684126,12.9,4.66343909411207,54,1156,3995,1710,1490
9.75527752537094,7.24136628332232,4.48863636973214,5.08759633523238,13.5,4.66343909411207,68,1401,4300,1780,1470
9.95203959311829,7.42952084278646,4.91265488573605,5.48063892334199,10.6,4.82028156560504,55,1601,4740,1815,1470
9.95963156315417,7.82284529027977,5.12396397940326,5.66642668811243,14.5,4.71849887129509,33,2270,5125,1920,1925
9.57810361290034,7.24136628332232,4.48863636973214,5.08759633523238,14.5,4.64439089914137,65,1268,4100,1765,1600
9.93547059838918,7.59839932932396,4.89783979995091,5.46383180502561,10.2,4.71849887129509,49,1679,4410,1820,1660
9.92793623293844,7.37211802833779,4.92725368515721,4.81218435537242,9.7,4.8283137373023,43,1236,4220,1790,1399
10.6437568401648,8.21500643276157,5.76832099579377,5.57972982598622,6.4,5.00394630594546,25,1876,4635,1800,1600
10.8434948110276,8.21500643276157,5.76832099579377,5.57972982598622,6.8,5.00394630594546,23,2012,4865,1925,1680
10.5518204048062,8.21500643276157,5.76832099579377,5.57972982598622,5.9,5.04342511691925,26,1718,4655,1820,1387
10.6930806313643,8.21500643276157,5.76832099579377,5.57972982598622,6.2,5.04342511691925,27,1715,4945,1845,1500
11.1201791292698,8.00469951054955,5.94017125272043,5.82600010738045,4.9,5.14166355650266,31,1614,4470,1923,1308
10.599256293801,8.0040315078527,5.48063892334199,5.91079664404053,7.1,5.00394630594546,47,1770,4961,1877,1460
10.5888545457771,7.68662133494462,5.29831736654804,5.80513496891649,8.8,4.89783979995091,55,1824,4966,1877,1480
11.0879716802782,8.51719319141624,6.23441072571837,6.13339804299665,4.9,5.04342511691925,25,1875,4961,1877,1460
11.236051441235,8.00469951054955,5.82894561761021,5.80513496891649,5.9,5.04342511691925,30,1799,5252,1899,1457
10.0127902874266,7.76641689801966,5.12396397940326,5.08759633523238,10.7,4.75359019110636,32,1530,4448,1812,1663
10.7297441617063,8.00202481821611,5.50938833662798,6.04025471127741,8.2,4.83628190695148,37,2328,4828,1943,1792
10.1656594908178,7.9291264873068,5.28320372873799,5.82600010738045,12.9,4.67282883446191,34,2075,4223,1873,1840
9.86760127397172,7.3664451483276,4.83628190695148,5.25749537202778,10.8,4.78749174278205,64,1420,4505,1780,1485
9.98483709823245,7.42952084278646,4.89783979995091,5.47646355193151,10.2,4.8283137373023,57,1559,4845,1830,1455
9.234545060673,6.90575327631146,4.21950770517611,4.24849524204936,13.9,4.55387689160054,67,1015,3595,1595,1480
9.44896349413878,7.02108396428914,4.30406509320417,4.8283137373023,15.5,4.58496747867057,78,1191,4045,1720,1455
9.65502619323763,7.37211802833779,4.92725368515721,4.80402104473326,10.0,4.71849887129509,44,1245,4120,1785,1610
9.97743479748821,7.5999019592085,5.08140436498446,4.96284463025991,10.3,4.72738781871234,37,1525,4440,1855,1645
9.52478608169718,7.24136628332232,4.48863636973214,5.08759633523238,14.0,4.63472898822964,62,1345,4068,1765,1600
12.4907439401356,8.77924971622905,6.5510803350434,6.23244801655052,2.9,5.37989735354046,17,1575,4780,2030,1136
10.2468999362413,7.69530313496357,4.80402104473326,5.57972982598622,14.7,4.49980967033027,25,2120,4785,1790,1790
10.3828225092107,7.68662133494462,5.01063529409626,5.73657229747919,11.7,4.71849887129509,47,1710,4500,2005,1740
11.3468118470205,8.38183155348556,5.82600010738045,6.24610676548156,6.5,4.90527477843843,32,2360,4999,2073,1835
11.0820656228421,8.0040315078527,5.67675380226828,6.0913098820777,6.8,4.86753445045558,37,2115,4850,2073,1780
10.1656594908178,7.49443021503157,4.91265488573605,4.64439089914137,10.3,4.70953020131233,68,1370,4320,1765,1430
10.6861325995404,7.82164312623998,5.39362754635236,5.09375020080676,9.2,4.77912349311153,57,1730,4850,1840,1455
10.9753451038954,8.51097389160232,6.0330862217988,5.91889385427315,4.8,5.12396397940326,24,1700,4660,1815,1405
10.7892159788276,8.14786712992395,5.68697535633982,5.4510384535657,7.8,4.82028156560504,44,2110,4770,1885,1755
11.0112247489812,8.14786712992395,5.84354441703136,5.68697535633982,4.6,5.14749447681345,28,1436,4360,1850,1229
11.4158637521271,8.45340105832846,6.13122648948314,5.94803498918065,4.8,5.22035582507832,19,1880,4881,1915,1353
11.2906565310667,8.00536706731666,6.01615715969835,6.00388706710654,4.9,5.17614973257383,26,1900,5262,1948,1481
10.1143560729747,7.69211333959547,5.01063529409626,5.63478960316925,9.4,4.80402104473326,54,1605,4555,1840,1710
12.0782392740203,8.24249315318763,6.4377516497364,6.0913098820777,3.1,5.33271879326537,24,1336,4509,1908,1199
10.0587804369422,7.49331724886215,4.69134788222914,5.21493575760899,10.9,4.77068462446567,61,1475,4359,1786,1558
10.3205517964876,7.66996199547358,4.91265488573605,5.57972982598622,9.2,4.90527477843843,57,1565,4591,1770,1447
10.9433224705017,8.73359406186306,6.12468339089421,6.0913098820777,4.5,5.04342511691925,23,1730,4591,1770,1447
11.6584101317122,8.60538720215215,6.29894924685594,6.38012253689976,4.6,5.04342511691925,26,2135,5095,1871,1419
10.535291102855,7.5963923040642,5.35185813347607,5.55295958492162,7.4,5.01727983681492,47,1680,4879,1854,1474
10.6147202006425,7.66996199547358,5.31811999384422,5.90808293816893,7.3,5.03043792139244,57,1735,4703,1786,1397
11.2080294117838,8.60538720215215,6.32256523992728,6.27476202124194,4.2,5.04342511691925,28,1845,4879,1854,1474
11.3259330165264,8.00202481821611,5.35185813347607,5.98645200528444,9.1,4.68213122712422,25,2500,4662,1760,1951
10.9931431831613,8.00202481821611,5.55295958492162,6.12468339089421,7.9,4.91998092582813,35,2455,5120,1934,1850
10.7660610019043,8.00202481821611,5.55295958492162,6.12468339089421,7.4,4.93447393313069,39,2175,4804,1926,1796
10.6443528943042,8.00202481821611,5.24702407216049,5.78074351579233,9.5,4.89783979995091,37,2110,4922,1922,1674
11.6153466650694,8.60538720215215,6.28599809450886,6.38012253689976,4.3,5.04342511691925,28,1845,4617,1877,1315
11.3325420288065,8.44741429680832,6.07534603108868,6.24610676548156,4.6,5.04342511691925,30,1785,4617,1877,1315
10.5532051751687,7.49331724886215,5.31811999384422,5.42934562895444,6.5,5.02388052084628,40,1475,4134,1810,1301
12.0833116151922,8.73359406186306,6.34738920965601,6.17170059741091,3.8,5.27811465923052,21,1620,4638,1939,1262
9.74800264969573,7.37650812632622,4.71849887129509,5.29330482472449,10.2,4.80402104473326,72,1185,3961,1683,1426
9.81520263766856,7.37650812632622,4.71849887129509,4.77912349311153,10.3,4.78749174278205,70,1200,3723,1683,1414
9.91837616502988,7.37650812632622,4.71849887129509,5.29330482472449,11.6,4.71849887129509,57,1305,4097,1789,1561
9.94145748378776,7.49443021503157,4.99721227376411,5.39816270151775,9.7,4.82028156560504,51,1450,4295,1770,1625
9.31054763239321,7.08422642209792,4.36944785246702,4.35670882668959,11.7,4.71849887129509,68,845,3710,1665,1490
10.4318780074816,8.07090608878782,5.28320372873799,5.47646355193151,9.7,4.70953020131233,36,2095,4385,1875,1870
11.5124253399285,8.47616284185825,5.90536184805457,5.91350300563827,4.5,5.13579843705026,26,1175,4147,1751,1248
10.7342203960486,8.21608809863232,5.63478960316925,5.64190707093811,5.5,4.9416424226093,28,950,4010,1720,1220
10.3733349195736,8.21500643276157,5.78689738136671,5.59471137960184,5.3,5.04342511691925,26,1496,4250,1845,1315
9.78075478715383,7.2868764117507,4.74493212836325,5.25227342804663,11.2,4.69134788222914,67,1295,4135,1765,1570
9.32812340763257,7.08840877867539,4.58496747867057,4.64439089914137,11.3,4.71849887129509,68,1040,3780,1675,1520
9.51044496442652,7.23417717974985,4.47733681447821,4.54329478227,13.4,4.61512051684126,47,1150,4100,1690,1550
10.3873016270553,7.81923445385907,5.24702407216049,5.80211837537706,11.0,4.74493212836325,33,2090,4813,1848,1785
9.96622758235731,7.37650812632622,4.76217393479776,4.75359019110636,11.9,4.72738781871234,45,1297,4330,1780,1622
10.2324315227365,7.59839932932396,5.15329159449778,5.57972982598622,10.0,4.82028156560504,44,1650,4635,1790,1700
13.8054602221108,8.69617584694468,6.59304453414244,6.69826805411541,3.3,5.4380793089232,23,1350,4605,2036,1169
9.10486873903395,7.16857989726403,4.44265125649032,4.44265125649032,11.3,4.66343909411207,44,950,3720,1665,1550
9.14259671988966,6.90575327631146,4.21950770517611,4.24849524204936,14.2,4.60517018598809,65,210,3430,1630,1465
9.80615031964717,7.37650812632622,4.78749174278205,4.78749174278205,10.7,4.83628190695148,43,1417,4037,1750,1387
9.62211884214094,7.35244110024358,4.52178857704904,5.08140436498446,13.3,4.72738781871234,67,1332,4149,1750,1555
9.59185425926183,7.37650812632622,4.78749174278205,4.77068462446567,10.9,4.77068462446567,48,1080,3965,1739,1460
10.2034069426524,7.59940133341582,5.29831736654804,5.39816270151775,8.5,4.77068462446567,80,1808,4365,1837,1639
9.83601138741121,7.35244110024358,4.74493212836325,5.31320597904179,10.2,4.79579054559674,76,1395,4253,1804,1457
10.1021334722499,7.59940133341582,5.01063529409626,5.56068163101553,11.1,4.85981240436167,47,1674,4400,1817,1426
9.88404985864365,7.35244110024358,4.71849887129509,5.19295685089021,12.3,4.77068462446567,65,1399,4500,1815,1498
9.9802170853948,7.35244110024358,4.71849887129509,5.17614973257383,12.6,4.7361984483945,57,1688,4530,1830,1638
11.4820950545776,8.24275634571448,5.99146454710798,5.78074351579233,4.7,5.20948615284142,28,1515,4491,1852,1294
10.551558912205,7.90322680873073,5.57972982598622,5.32787616878958,5.8,5.0998664278242,34,1310,4374,1801,1282
11.1289820938773,8.47762041629641,6.04025471127741,5.93753620508243,5.7,5.08759633523238,26,2085,4846,1954,1708
11.3154374770945,8.00536706731666,6.04025471127741,5.94803498918065,5.1,5.18178355029209,32,1810,5015,1931,1418
9.22965268300856,7.37588214821501,4.70048036579242,4.69134788222914,12.6,4.77068462446567,39,1185,4310,1725,1435
9.04723303410603,7.37588214821501,4.70953020131233,4.69134788222914,11.5,4.77068462446567,42,1170,3905,1710,1420
8.98657162526805,7.04664727784876,4.31748811353631,4.34380542185368,13.9,4.58496747867057,49,965,3710,1643,1480
9.57115672841547,7.2868764117507,4.49980967033027,5.08759633523238,12.0,4.71849887129509,88,1071,4062,1731,1448
9.89343721668263,7.2868764117507,4.70048036579242,5.25227342804663,12.1,4.77068462446567,80,1215,4302,1808,1471
9.97347992435616,7.08840877867539,4.74493212836325,4.9416424226093,12.6,4.71849887129509,47,1491,4573,1845,1671
9.24474179869351,7.04664727784876,4.31748811353631,4.35670882668959,12.3,4.65396035015752,55,950,3687,1654,1470
12.3457476276027,8.79361207158931,6.33327962813969,6.35437004079735,4.8,5.04342511691925,20,2420,5569,1948,1556
12.7734298200318,8.81714962474341,6.11589212548303,6.27476202124194,5.8,5.01063529409626,19,2705,5612,1987,1566
12.7162880831705,8.81714962474341,6.11589212548303,6.27476202124194,5.8,5.04342511691925,19,2665,5612,1987,1598
10.1890423639717,7.5847730776122,4.9416424226093,5.46383180502561,10.9,4.78749174278205,50,1747,4850,1900,1720
9.78611068438255,7.08757370555797,4.65396035015752,4.85981240436167,11.3,4.7361984483945,49,1360,4282,1768,1576
9.87225485010503,7.24064969425547,4.9416424226093,5.21493575760899,8.2,4.87519732320115,54,1231,4271,1784,1444
9.13507788747564,6.90675477864855,4.0943445622221,4.24849524204936,14.4,4.59511985013459,62,929,3557,1641,1478
9.7019831763254,7.08757370555797,4.65396035015752,4.85981240436167,10.3,4.79579054559674,55,1175,4482,1703,1461
9.51782507172414,7.37650812632622,4.65396035015752,5.21493575760899,10.9,4.76217393479776,67,1219,4000,1642,1498
9.9154161234014,7.24064969425547,4.9416424226093,5.21493575760899,8.1,4.89783979995091,53,1180,4659,1814,1461
9.57983281962553,7.08757370555797,4.65396035015752,4.85981240436167,10.9,4.7361984483945,49,1237,4214,1684,1607
9.84823907830565,7.08757370555797,4.65396035015752,4.85981240436167,11.8,4.69134788222914,44,1345,4223,1793,1691
9.79784922051313,7.5999019592085,5.04342511691925,5.57972982598622,0.0,4.65396035015752,38,2059,5125,1915,1845
10.1264310838477,7.5999019592085,5.29831736654804,5.01727983681492,7.6,4.86753445045558,36,1200,4240,1775,1425
10.2217594489419,7.59839932932396,5.01063529409626,4.98360662170834,10.6,4.77068462446567,43,1477,4595,1795,1735
10.3112832759826,7.5999019592085,5.01063529409626,5.55295958492162,9.7,4.78749174278205,44,1573,4775,1820,1605
10.0856007542923,7.5999019592085,4.99043258677874,5.55295958492162,9.3,4.78749174278205,50,1415,4450,1780,1615
9.84665261578359,7.78030308790837,5.11198778835654,5.11799381241676,11.7,4.74493212836325,32,1569,4500,1880,1695
9.39224517527379,7.19142933003638,4.43081679884331,4.39444915467244,14.1,4.46590811865458,39,1158,3665,1645,1705
9.28720881623276,7.12447826249342,4.54329478227,4.46590811865458,12.0,4.69134788222914,55,1050,3775,1680,1590
9.43340392009022,7.12447826249342,4.54329478227,4.46590811865458,12.3,4.63472898822964,56,1020,3850,1695,1510
9.52872137317723,7.36897040219479,4.91265488573605,4.77068462446567,8.7,4.79579054559674,44,1045,3890,1695,1510
9.67401149314871,7.36897040219479,4.78749174278205,4.74493212836325,11.5,4.69134788222914,43,1255,4150,1755,1620
9.82525570426655,7.21817683840341,4.48863636973214,5.01727983681492,12.5,4.71849887129509,72,1290,4275,1760,1450
10.1082634464922,7.71020519443253,5.01063529409626,5.52146091786225,9.5,4.84418708645859,44,1600,4710,1810,1480
9.15377002048779,6.90575327631146,4.21950770517611,4.21950770517611,14.2,4.57471097850338,65,800,3415,1615,1465
10.1264310838477,7.5999019592085,5.29831736654804,5.01727983681492,7.7,4.9416424226093,36,1238,4240,1775,1285
9.34792603492875,6.9037472575846,4.20469261939097,4.20469261939097,14.7,4.53259949315326,64,845,2985,1680,1500
10.4730536713247,8.00034949532468,5.14166355650266,5.71042701737487,11.7,4.69134788222914,34,2125,4760,1885,1890
11.0394759053202,8.40312823512826,5.65599181081985,6.17170059741091,8.9,4.86753445045558,29,2555,4950,1970,1865
10.0876823537118,7.49443021503157,4.58496747867057,4.64439089914137,10.4,4.71849887129509,70,1370,4460,1745,1490
10.1847113149269,7.71020519443253,5.01063529409626,5.52146091786225,9.6,4.77068462446567,49,1625,4570,1845,1705
9.90073376433951,7.37650812632622,4.86753445045558,4.77068462446567,11.7,4.74493212836325,42,1430,4460,1790,1630
9.49250726373985,7.19218205871325,4.58496747867057,4.52178857704904,11.7,4.69134788222914,52,1045,3885,1695,1510
9.46846489218564,7.11395610956603,4.24849524204936,4.44265125649032,14.9,4.62497281328427,56,1086,3698,1720,1484
9.2529208195113,6.9037472575846,4.21950770517611,4.18965474202643,14.2,4.59511985013459,60,975,3740,1680,1590
10.5254072238077,7.24422751560335,5.01063529409626,5.60947179518496,8.7,4.60517018598809,235,1732,4498,1787,1439
10.015028927269,7.71020519443253,5.09375020080676,5.55295958492162,9.9,4.76217393479776,42,1996,4596,1850,1761
10.2034069426524,7.5999019592085,5.63478960316925,5.68697535633982,5.9,5.04342511691925,34,1475,4466,1840,1482
9.59696239228287,7.11395610956603,4.44265125649032,4.44265125649032,13.6,4.67282883446191,55,1055,3999,1737,1488
9.8474461616525,7.37650812632622,5.24174701505964,5.12989871492307,6.8,4.9416424226093,35,1300,4040,1713,1488
9.84081395800807,7.12929754892937,4.31748811353631,4.88280192258637,16.9,4.59511985013459,57,1360,4288,1812,1615
10.7144177687525,8.72615667915661,6.06610809010375,6.00388706710654,4.9,5.04342511691925,21,1831,4940,1900,1470
10.0125661475624,7.37650812632622,4.74493212836325,4.7361984483945,12.5,4.74493212836325,42,1430,4467,1781,1645
9.90772854679338,7.5847730776122,4.9416424226093,5.46383180502561,9.4,4.81218435537242,57,1395,4278,1808,1486
10.2417439109508,7.59287028784482,5.34710753071747,5.32787616878958,7.8,4.99043258677874,39,1563,4423,1791,1444
9.90623377820415,7.37650812632622,4.65396035015752,5.21493575760899,10.7,4.77912349311153,74,1295,4255,1799,1452
9.88277451093859,7.37650812632622,4.65396035015752,5.21493575760899,12.1,4.75359019110636,65,1450,4204,1759,1592
9.87199688544476,7.23705902612474,5.07517381523383,5.17614973257383,8.3,4.91998092582813,44,1411,4644,1778,1482
10.0439014562513,7.49443021503157,5.07517381523383,5.21493575760899,8.5,4.91998092582813,40,1502,4769,1820,1470
10.8247658259213,7.99530662029082,5.48063892334199,5.90536184805457,8.3,4.99043258677874,33,2315,5179,1903,1450
10.1852772992831,7.59287028784482,5.34710753071747,5.33271879326537,6.9,5.00394630594546,38,1373,4256,1810,1404
10.2515000858962,7.5847730776122,5.13579843705026,5.55295958492162,9.8,4.86753445045558,48,1794,4854,1904,1720
10.1310214521516,7.23705902612474,5.07517381523383,5.17614973257383,9.2,4.81218435537242,37,1631,4433,1809,1703
10.6808609852236,7.99530662029082,5.50125821054473,6.00635315960173,7.8,4.90527477843843,39,2174,4795,1940,1732
9.99012385919568,7.37650812632622,4.65396035015752,5.22035582507832,12.8,4.7361984483945,55,1539,4397,1794,1634
9.29651806821724,6.90675477864855,4.31748811353631,4.24849524204936,13.2,4.66343909411207,60,929,3540,1641,1489
10.269691946691,7.59287028784482,4.91265488573605,5.55295958492162,10.2,4.84418708645859,65,1577,4628,1865,1484
